HAUL_ID,CRUISE_ID,HAUL,STATION,GEAR_DEPTH,DEPTH_UNITS,TOTAL_WEIGHT,WEIGHT_UNITS,RECORDING_DEVICE,RECORDER,RECORD_TIMESTAMP,DATABASE_STATUS,STATUS_TIMESTAMP,DEVICE_RECORD_ID
57,756,79,"X34",,,22.00,"KG","f1f9206994e82d08","<not set>","06/04/2021 13:49:07",0,"06/04/2021 13:49:07",57
